Lat,Lon,Mcc,Mnc,Lac,Cellid,Range,Nbsamples,Createdat,Updatedat,Needscomputation,Country,Operator,,
24.75029302,46.65247963,420,4,21001,6652359,6000,"<ahref=""/mesure/map/683106"">1</a>",SatOct1601:13:50+02002010,ThuMay0513:46:15+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683106"">Show</a>","<ahref=""/cell/map/683106"">Map</a>"
24.75866013,46.64179925,420,4,21001,6651879,6000,"<ahref=""/mesure/map/683105"">1</a>",SatOct1601:13:49+02002010,ThuMay0513:46:14+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683105"">Show</a>","<ahref=""/cell/map/683105"">Map</a>"
24.75431043,46.63134375,420,4,21001,6652398,6000,"<ahref=""/mesure/map/683103"">1</a>",SatOct1601:13:49+02002010,ThuMay0513:46:03+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683103"">Show</a>","<ahref=""/cell/map/683103"">Map</a>"
24.75428899,46.63139363,420,4,21001,6653398,6000,"<ahref=""/mesure/map/683102"">2</a>",SatOct1601:13:48+02002010,ThuMay0513:46:03+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683102"">Show</a>","<ahref=""/cell/map/683102"">Map</a>"
24.75121265,46.62396482,420,4,21014,6649709,6000,"<ahref=""/mesure/map/683101"">1</a>",SatOct1601:13:47+02002010,ThuMay0513:46:03+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683101"">Show</a>","<ahref=""/cell/map/683101"">Map</a>"
24.65149216,46.55504999,420,4,21014,50594049,0,"<ahref=""/mesure/map/683100"">2</a>",SatOct1601:13:46+02002010,TueMay1021:26:23+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683100"">Show</a>","<ahref=""/cell/map/683100"">Map</a>"
24.74667493,46.61344578,420,4,21001,6649867,6000,"<ahref=""/mesure/map/683099"">1</a>",SatOct1601:13:46+02002010,ThuMay0513:46:02+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683099"">Show</a>","<ahref=""/cell/map/683099"">Map</a>"
24.74340875,46.60653758,420,4,21001,6649869,6000,"<ahref=""/mesure/map/683098"">1</a>",SatOct1601:13:45+02002010,ThuMay0513:46:02+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683098"">Show</a>","<ahref=""/cell/map/683098"">Map</a>"
24.7406768,46.60786428,420,4,21001,6653407,6000,"<ahref=""/mesure/map/683097"">1</a>",SatOct1601:13:44+02002010,ThuMay0513:46:01+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683097"">Show</a>","<ahref=""/cell/map/683097"">Map</a>"
24.73893932,46.60873432,420,4,21001,6653409,6000,"<ahref=""/mesure/map/683096"">1</a>",SatOct1601:13:43+02002010,ThuMay0513:46:01+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683096"">Show</a>","<ahref=""/cell/map/683096"">Map</a>"
24.73281277,46.61175667,420,4,21001,6653408,6000,"<ahref=""/mesure/map/683095"">1</a>",SatOct1601:13:43+02002010,ThuMay0513:46:01+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683095"">Show</a>","<ahref=""/cell/map/683095"">Map</a>"
24.72510213,46.6111654,420,4,21001,6651119,6000,"<ahref=""/mesure/map/683094"">1</a>",SatOct1601:13:42+02002010,ThuMay0513:46:00+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683094"">Show</a>","<ahref=""/cell/map/683094"">Map</a>"
24.7225708,46.61121108,420,4,21001,6651137,6000,"<ahref=""/mesure/map/683093"">1</a>",SatOct1601:13:41+02002010,ThuMay0513:46:00+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683093"">Show</a>","<ahref=""/cell/map/683093"">Map</a>"
24.71305625,46.61757093,420,4,21001,6651657,6000,"<ahref=""/mesure/map/683092"">1</a>",SatOct1601:13:40+02002010,ThuMay0513:46:00+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683092"">Show</a>","<ahref=""/cell/map/683092"">Map</a>"
24.69119453,46.66951787,420,4,21001,6682547,6000,"<ahref=""/mesure/map/683091"">1</a>",SatOct1601:13:39+02002010,ThuMay0513:46:00+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683091"">Show</a>","<ahref=""/cell/map/683091"">Map</a>"
24.69120358,46.6715177,420,4,21001,6652338,6000,"<ahref=""/mesure/map/683090"">1</a>",SatOct1601:13:39+02002010,ThuMay0513:45:59+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683090"">Show</a>","<ahref=""/cell/map/683090"">Map</a>"
24.69903802,46.66811567,420,4,21001,6651357,6000,"<ahref=""/mesure/map/683089"">1</a>",SatOct1601:13:37+02002010,ThuMay0513:45:59+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683089"">Show</a>","<ahref=""/cell/map/683089"">Map</a>"
24.69815145,46.66860214,420,4,21001,6652339,6000,"<ahref=""/mesure/map/683088"">2</a>",SatOct1601:13:36+02002010,ThuMay0513:45:58+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683088"">Show</a>","<ahref=""/cell/map/683088"">Map</a>"
24.708181,46.66359447,420,4,21001,6653278,6000,"<ahref=""/mesure/map/683087"">1</a>",SatOct1601:13:36+02002010,ThuMay0513:45:58+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683087"">Show</a>","<ahref=""/cell/map/683087"">Map</a>"
24.70748258,46.66177315,420,4,21001,6649199,6000,"<ahref=""/mesure/map/683086"">1</a>",SatOct1601:13:35+02002010,ThuMay0513:45:58+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683086"">Show</a>","<ahref=""/cell/map/683086"">Map</a>"
24.70486578,46.65565705,420,4,21001,6651258,6000,"<ahref=""/mesure/map/683085"">1</a>",SatOct1601:13:34+02002010,ThuMay0513:45:58+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683085"">Show</a>","<ahref=""/cell/map/683085"">Map</a>"
24.70832655,46.65233638,420,4,21001,6649987,6000,"<ahref=""/mesure/map/683084"">1</a>",SatOct1601:13:32+02002010,ThuMay0513:45:58+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683084"">Show</a>","<ahref=""/cell/map/683084"">Map</a>"
24.70922828,46.65203842,420,4,21001,6649267,6000,"<ahref=""/mesure/map/683083"">1</a>",SatOct1601:13:31+02002010,ThuMay0513:45:58+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/683083"">Show</a>","<ahref=""/cell/map/683083"">Map</a>"
21.5442675,39.218823,420,4,41002,13337259,6000,"<ahref=""/mesure/map/677944"">2</a>",WedSep2909:19:21+02002010,WedSep2909:20:31+02002010,FALSE,SaudiArabia,none,"<ahref=""/cell/show/677944"">Show</a>","<ahref=""/cell/map/677944"">Map</a>"
21.598397,39.188195,420,1,4111,7935137,6000,"<ahref=""/mesure/map/677642"">1</a>",TueSep2806:57:55+02002010,TueSep2806:57:57+02002010,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/677642"">Show</a>","<ahref=""/cell/map/677642"">Map</a>"
21.598401,39.18819375,420,1,4261,8263439,6000,"<ahref=""/mesure/map/677641"">4</a>",TueSep2806:56:56+02002010,ThuMay0509:44:33+02002011,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/677641"">Show</a>","<ahref=""/cell/map/677641"">Map</a>"
24.75271568,46.65503972,420,4,21001,6683047,6000,"<ahref=""/mesure/map/676618"">1</a>",FriSep2416:12:52+02002010,ThuMay0509:33:53+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/676618"">Show</a>","<ahref=""/cell/map/676618"">Map</a>"
24.75380052,46.654528,420,4,21001,6652688,6000,"<ahref=""/mesure/map/676617"">1</a>",FriSep2416:12:51+02002010,ThuMay0509:33:53+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/676617"">Show</a>","<ahref=""/cell/map/676617"">Map</a>"
24.75140962,46.65233522,420,4,21001,6652357,6000,"<ahref=""/mesure/map/676616"">1</a>",FriSep2416:12:48+02002010,ThuMay0509:33:53+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/676616"">Show</a>","<ahref=""/cell/map/676616"">Map</a>"
24.74116782,46.64763825,420,4,21001,6649498,6000,"<ahref=""/mesure/map/676615"">1</a>",FriSep2416:12:47+02002010,ThuMay0509:33:53+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/676615"">Show</a>","<ahref=""/cell/map/676615"">Map</a>"
24.74540277,46.65690856,420,4,21001,6652358,6000,"<ahref=""/mesure/map/676614"">2</a>",FriSep2416:12:47+02002010,ThuMay0509:33:53+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/676614"">Show</a>","<ahref=""/cell/map/676614"">Map</a>"
24.71945298,46.63695283,420,4,21001,6650597,6000,"<ahref=""/mesure/map/676613"">1</a>",FriSep2416:12:32+02002010,ThuMay0509:33:53+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/676613"">Show</a>","<ahref=""/cell/map/676613"">Map</a>"
24.72598812,46.63449405,420,4,21001,50594049,6000,"<ahref=""/mesure/map/676612"">2</a>",FriSep2416:12:29+02002010,SatNov2614:57:25+01002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/676612"">Show</a>","<ahref=""/cell/map/676612"">Map</a>"
24.71335324,46.62081918,420,4,21001,6651138,6000,"<ahref=""/mesure/map/676611"">2</a>",FriSep2416:12:28+02002010,ThuMay0509:33:53+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/676611"">Show</a>","<ahref=""/cell/map/676611"">Map</a>"
24.71056523,46.62763752,420,4,21001,6650598,6000,"<ahref=""/mesure/map/676610"">1</a>",FriSep2416:12:27+02002010,ThuMay0509:33:53+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/676610"">Show</a>","<ahref=""/cell/map/676610"">Map</a>"
24.71809847,46.6264136,420,4,21001,6651118,6000,"<ahref=""/mesure/map/676609"">1</a>",FriSep2416:12:25+02002010,ThuMay0509:33:52+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/676609"">Show</a>","<ahref=""/cell/map/676609"">Map</a>"
24.70994418,46.62686832,420,4,21001,6650599,6000,"<ahref=""/mesure/map/676608"">5</a>",FriSep2416:12:19+02002010,MonSep2611:56:22+02002011,TRUE,SaudiArabia,none,"<ahref=""/cell/show/676608"">Show</a>","<ahref=""/cell/map/676608"">Map</a>"
24.71380873,46.62091783,420,1,3351,6882551,6000,"<ahref=""/mesure/map/676607"">1</a>",FriSep2416:12:17+02002010,ThuMay0509:33:52+02002011,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/676607"">Show</a>","<ahref=""/cell/map/676607"">Map</a>"
24.71095075,46.62663513,420,1,3351,6929966,6000,"<ahref=""/mesure/map/676606"">1</a>",FriSep2416:12:16+02002010,ThuMay0509:33:52+02002011,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/676606"">Show</a>","<ahref=""/cell/map/676606"">Map</a>"
24.71084858,46.62662448,420,1,3351,6884164,6000,"<ahref=""/mesure/map/676605"">1</a>",FriSep2416:12:15+02002010,ThuMay0509:33:52+02002011,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/676605"">Show</a>","<ahref=""/cell/map/676605"">Map</a>"
24.71084825,46.62662465,420,1,399,15198,6000,"<ahref=""/mesure/map/676604"">1</a>",FriSep2416:12:14+02002010,ThuMay0509:33:52+02002011,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/676604"">Show</a>","<ahref=""/cell/map/676604"">Map</a>"
24.71097548,46.62667218,420,1,3351,6929954,6000,"<ahref=""/mesure/map/676603"">1</a>",FriSep2416:12:11+02002010,ThuMay0509:33:52+02002011,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/676603"">Show</a>","<ahref=""/cell/map/676603"">Map</a>"
24.71098567,46.62667772,420,1,392,30502,6000,"<ahref=""/mesure/map/676602"">1</a>",FriSep2416:12:10+02002010,ThuOct2809:22:34+02002010,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/676602"">Show</a>","<ahref=""/cell/map/676602"">Map</a>"
24.71101821,46.62653719,420,1,399,15749,6000,"<ahref=""/mesure/map/676601"">2</a>",FriSep2416:12:09+02002010,ThuMay0509:33:52+02002011,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/676601"">Show</a>","<ahref=""/cell/map/676601"">Map</a>"
24.7107609,46.6266892,420,1,3351,50594049,6000,"<ahref=""/mesure/map/676600"">1</a>",FriSep2416:12:07+02002010,SunOct1010:42:27+02002010,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/676600"">Show</a>","<ahref=""/cell/map/676600"">Map</a>"
24.71101123,46.62657738,420,1,399,15743,6000,"<ahref=""/mesure/map/676599"">1</a>",FriSep2416:12:04+02002010,ThuMay0509:33:52+02002011,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/676599"">Show</a>","<ahref=""/cell/map/676599"">Map</a>"
24.74219416,46.6602912,420,4,21001,6652687,6000,"<ahref=""/mesure/map/675862"">2</a>",SunSep1917:22:47+02002010,ThuMay0509:26:39+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/675862"">Show</a>","<ahref=""/cell/map/675862"">Map</a>"
24.73634205,46.65423106,420,4,21001,6652689,6000,"<ahref=""/mesure/map/675861"">4</a>",SunSep1917:22:46+02002010,ThuMay0509:26:39+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/675861"">Show</a>","<ahref=""/cell/map/675861"">Map</a>"
24.7388254,46.66131223,420,4,21001,6651720,6000,"<ahref=""/mesure/map/675860"">1</a>",SunSep1917:22:45+02002010,ThuMay0509:26:39+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/675860"">Show</a>","<ahref=""/cell/map/675860"">Map</a>"
24.74297082,46.67192433,420,4,21001,6651717,6000,"<ahref=""/mesure/map/675859"">3</a>",SunSep1917:22:44+02002010,ThuMay0509:26:39+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/675859"">Show</a>","<ahref=""/cell/map/675859"">Map</a>"
24.73113225,46.64996172,420,4,21001,6650418,6000,"<ahref=""/mesure/map/675858"">1</a>",SunSep1917:22:43+02002010,ThuMay0509:26:39+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/675858"">Show</a>","<ahref=""/cell/map/675858"">Map</a>"
24.73083372,46.6469154,420,4,21001,6650419,6000,"<ahref=""/mesure/map/675857"">1</a>",SunSep1917:22:42+02002010,ThuMay0509:26:38+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/675857"">Show</a>","<ahref=""/cell/map/675857"">Map</a>"
24.7295147,46.64784487,420,4,21001,6650422,6000,"<ahref=""/mesure/map/675856"">1</a>",SunSep1917:22:41+02002010,ThuMay0509:26:38+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/675856"">Show</a>","<ahref=""/cell/map/675856"">Map</a>"
24.73661632,46.63699575,420,4,21001,6649502,6000,"<ahref=""/mesure/map/675855"">2</a>",SunSep1917:22:38+02002010,MonSep2611:54:13+02002011,TRUE,SaudiArabia,none,"<ahref=""/cell/show/675855"">Show</a>","<ahref=""/cell/map/675855"">Map</a>"
24.74182818,46.65705523,420,4,21001,6651722,6000,"<ahref=""/mesure/map/675854"">2</a>",SunSep1917:22:37+02002010,MonSep2611:54:19+02002011,TRUE,SaudiArabia,none,"<ahref=""/cell/show/675854"">Show</a>","<ahref=""/cell/map/675854"">Map</a>"
24.72648327,46.64507147,420,4,21001,6651719,6000,"<ahref=""/mesure/map/675853"">1</a>",SunSep1917:22:36+02002010,MonMar0709:25:44+01002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/675853"">Show</a>","<ahref=""/cell/map/675853"">Map</a>"
24.72296884,46.63524882,420,4,21001,6651117,6000,"<ahref=""/mesure/map/675852"">3</a>",SunSep1917:22:33+02002010,ThuMay0509:26:38+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/675852"">Show</a>","<ahref=""/cell/map/675852"">Map</a>"
24.73504873,46.63321543,420,4,21001,6649868,6000,"<ahref=""/mesure/map/675851"">3</a>",SunSep1917:22:32+02002010,MonSep2611:56:33+02002011,TRUE,SaudiArabia,none,"<ahref=""/cell/show/675851"">Show</a>","<ahref=""/cell/map/675851"">Map</a>"
24.73344297,46.63123135,420,4,21001,6649499,6000,"<ahref=""/mesure/map/675850"">3</a>",SunSep1917:22:31+02002010,MonSep2611:56:27+02002011,TRUE,SaudiArabia,none,"<ahref=""/cell/show/675850"">Show</a>","<ahref=""/cell/map/675850"">Map</a>"
24.72003623,46.6471909,420,4,21001,6649188,6000,"<ahref=""/mesure/map/675849"">1</a>",SunSep1917:22:30+02002010,ThuMay0509:26:38+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/675849"">Show</a>","<ahref=""/cell/map/675849"">Map</a>"
24.72054778,46.64698178,420,4,21001,6651889,6000,"<ahref=""/mesure/map/675848"">1</a>",SunSep1917:22:26+02002010,ThuMay0509:26:38+02002011,FALSE,SaudiArabia,none,"<ahref=""/cell/show/675848"">Show</a>","<ahref=""/cell/map/675848"">Map</a>"
26.18406547,50.02028214,420,1,206,42993,6000,"<ahref=""/mesure/map/656848"">19</a>",TueJul0622:11:31+02002010,FriApr0823:31:31+02002011,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/656848"">Show</a>","<ahref=""/cell/map/656848"">Map</a>"
26.18411198,50.02031475,420,1,206,42999,0,"<ahref=""/mesure/map/656843"">8</a>",TueJul0622:09:37+02002010,TueMay1021:23:13+02002011,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/656843"">Show</a>","<ahref=""/cell/map/656843"">Map</a>"
24.69326162,46.71581554,420,1,3461,6984631,0,"<ahref=""/mesure/map/654671"">5</a>",SunJun2720:34:02+02002010,TueMay1021:22:50+02002011,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/654671"">Show</a>","<ahref=""/cell/map/654671"">Map</a>"
24.57364798,46.63722038,420,1,3121,6755084,0,"<ahref=""/mesure/map/652172"">1</a>",TueJun1522:30:18+02002010,TueMay1021:22:31+02002011,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/652172"">Show</a>","<ahref=""/cell/map/652172"">Map</a></table>"
24.57385182,46.6386795,420,1,341,19396,6000,"<ahref=""/mesure/map/652171"">1</a>",TueJun1522:29:47+02002010,SunAug0123:47:00+02002010,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/652171"">Show</a>","<ahref=""/cell/map/652171"">Map</a>"
24.65889931,46.73405886,420,3,1325,928112,0,"<ahref=""/mesure/map/645914"">1</a>",MonMay1721:26:59+02002010,TueMay1021:20:57+02002011,FALSE,SaudiArabia,EtihadEtisalat/Mobiliy,"<ahref=""/cell/show/645914"">Show</a>","<ahref=""/cell/map/645914"">Map</a>"
24.5788484,46.54076815,420,3,1325,928773,0,"<ahref=""/mesure/map/644231"">14</a>",FriMay0713:44:45+02002010,TueMay1021:20:45+02002011,FALSE,SaudiArabia,EtihadEtisalat/Mobiliy,"<ahref=""/cell/show/644231"">Show</a>","<ahref=""/cell/map/644231"">Map</a>"
25.04833889,48.15523481,420,3,3016,38863,6000,"<ahref=""/mesure/map/640756"">5</a>",WedApr2116:51:54+02002010,TueMay1021:19:51+02002011,FALSE,SaudiArabia,EtihadEtisalat/Mobiliy,"<ahref=""/cell/show/640756"">Show</a>","<ahref=""/cell/map/640756"">Map</a>"
25.09996176,48.12962294,420,3,3011,35521,6000,"<ahref=""/mesure/map/640755"">1</a>",WedApr2116:51:49+02002010,ThuNov1119:21:10+01002010,FALSE,SaudiArabia,EtihadEtisalat/Mobiliy,"<ahref=""/cell/show/640755"">Show</a>","<ahref=""/cell/map/640755"">Map</a>"
21.47835732,39.23299313,420,1,4112,8000676,0,"<ahref=""/mesure/map/452500"">1</a>",WedAug2606:00:04+02002009,WedSep0208:57:05+02002009,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/452500"">Show</a>","<ahref=""/cell/map/452500"">Map</a>"
24.72951651,46.66715384,420,3,1324,864075,0,"<ahref=""/mesure/map/450989"">1</a>",ThuAug2022:32:05+02002009,ThuAug2022:32:07+02002009,FALSE,SaudiArabia,EtihadEtisalat/Mobiliy,"<ahref=""/cell/show/450989"">Show</a>","<ahref=""/cell/map/450989"">Map</a>"
25.39128184,49.60061073,420,4,10002,10391,0,"<ahref=""/mesure/map/447764"">1</a>",WedAug1203:26:55+02002009,WedAug1203:26:55+02002009,FALSE,SaudiArabia,none,"<ahref=""/cell/show/447764"">Show</a>","<ahref=""/cell/map/447764"">Map</a>"
24.67988491,46.65455282,420,4,22001,10853,0,"<ahref=""/mesure/map/435264"">4</a>",SatJul1810:11:01+02002009,SatJul1810:23:41+02002009,FALSE,SaudiArabia,none,"<ahref=""/cell/show/435264"">Show</a>","<ahref=""/cell/map/435264"">Map</a>"
27.51241565,41.68279409,420,3,4532,26391564,0,"<ahref=""/mesure/map/428090"">1</a>",WedJun2419:12:29+02002009,WedJun2419:12:29+02002009,FALSE,SaudiArabia,EtihadEtisalat/Mobiliy,"<ahref=""/cell/show/428090"">Show</a>","<ahref=""/cell/map/428090"">Map</a>"
27.51518905,41.68285847,420,3,4532,46103,0,"<ahref=""/mesure/map/428089"">2</a>",WedJun2419:11:29+02002009,WedJun2419:11:57+02002009,FALSE,SaudiArabia,EtihadEtisalat/Mobiliy,"<ahref=""/cell/show/428089"">Show</a>","<ahref=""/cell/map/428089"">Map</a>"
27.52026916,41.68133497,420,3,4033,26391564,0,"<ahref=""/mesure/map/428088"">1</a>",WedJun2419:10:41+02002009,WedJun2419:10:41+02002009,FALSE,SaudiArabia,EtihadEtisalat/Mobiliy,"<ahref=""/cell/show/428088"">Show</a>","<ahref=""/cell/map/428088"">Map</a>"
27.49713063,41.6977644,420,3,4033,26391635,0,"<ahref=""/mesure/map/428070"">3</a>",WedJun2415:51:32+02002009,WedJun2415:52:06+02002009,FALSE,SaudiArabia,EtihadEtisalat/Mobiliy,"<ahref=""/cell/show/428070"">Show</a>","<ahref=""/cell/map/428070"">Map</a>"
27.48467088,41.67425394,420,3,4033,26391693,0,"<ahref=""/mesure/map/428051"">2</a>",WedJun2403:01:19+02002009,WedJun2403:01:31+02002009,FALSE,SaudiArabia,EtihadEtisalat/Mobiliy,"<ahref=""/cell/show/428051"">Show</a>","<ahref=""/cell/map/428051"">Map</a>"
27.48467088,41.67430758,420,3,4033,26407814,0,"<ahref=""/mesure/map/428050"">2</a>",WedJun2403:00:49+02002009,WedJun2403:00:55+02002009,FALSE,SaudiArabia,EtihadEtisalat/Mobiliy,"<ahref=""/cell/show/428050"">Show</a>","<ahref=""/cell/map/428050"">Map</a>"
27.48461723,41.67438269,420,3,4033,26391694,0,"<ahref=""/mesure/map/428049"">1</a>",WedJun2403:00:23+02002009,WedJun2403:00:24+02002009,FALSE,SaudiArabia,EtihadEtisalat/Mobiliy,"<ahref=""/cell/show/428049"">Show</a>","<ahref=""/cell/map/428049"">Map</a>"
26.38661742,50.15166521,420,3,3046,30472,0,"<ahref=""/mesure/map/425927"">1</a>",WedJun1711:53:48+02002009,WedJun1711:53:48+02002009,FALSE,SaudiArabia,EtihadEtisalat/Mobiliy,"<ahref=""/cell/show/425927"">Show</a>","<ahref=""/cell/map/425927"">Map</a>"
24.68587598,46.68962324,420,3,1329,21577,0,"<ahref=""/mesure/map/417578"">1</a>",SunMay2417:48:02+02002009,SunMay2417:48:02+02002009,FALSE,SaudiArabia,EtihadEtisalat/Mobiliy,"<ahref=""/cell/show/417578"">Show</a>","<ahref=""/cell/map/417578"">Map</a>"
21.55325532,39.11836624,420,1,4131,13309723,0,"<ahref=""/mesure/map/413396"">1</a>",SunMay1015:05:10+02002009,SunMay1015:05:11+02002009,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/413396"">Show</a>","<ahref=""/cell/map/413396"">Map</a>"
18.5470835,42.0467972,420,1,5111,13351403,0,"<ahref=""/mesure/map/304799"">1</a>",MonApr0618:20:54+02002009,TueSep0101:34:13+02002009,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/304799"">Show</a>","<ahref=""/cell/map/304799"">Map</a>"
28.4395421,36.5733124,420,1,942,39562,0,"<ahref=""/mesure/map/304798"">1</a>",MonApr0618:20:54+02002009,TueSep0101:34:13+02002009,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/304798"">Show</a>","<ahref=""/cell/map/304798"">Map</a>"
17.2733034,42.6794735,420,1,580,58265,0,"<ahref=""/mesure/map/304797"">1</a>",MonApr0618:20:53+02002009,TueSep0101:34:13+02002009,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/304797"">Show</a>","<ahref=""/cell/map/304797"">Map</a>"
24.70861353,46.75273901,420,1,384,15479,0,"<ahref=""/mesure/map/304796"">9</a>",MonApr0618:20:48+02002009,TueSep0101:34:13+02002009,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/304796"">Show</a>","<ahref=""/cell/map/304796"">Map</a>"
24.69835879,46.73729434,420,1,382,16277,0,"<ahref=""/mesure/map/304795"">29</a>",MonApr0618:20:46+02002009,TueSep0101:34:13+02002009,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/304795"">Show</a>","<ahref=""/cell/map/304795"">Map</a>"
24.69993841,46.72288383,420,1,382,13948,0,"<ahref=""/mesure/map/304794"">9</a>",MonApr0618:20:44+02002009,TueSep0101:34:13+02002009,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/304794"">Show</a>","<ahref=""/cell/map/304794"">Map</a>"
24.713607,46.6985159,420,1,353,16167,0,"<ahref=""/mesure/map/304793"">1</a>",MonApr0618:20:42+02002009,TueSep0101:34:13+02002009,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/304793"">Show</a>","<ahref=""/cell/map/304793"">Map</a>"
24.7030105,46.6855434,420,1,352,13718,0,"<ahref=""/mesure/map/304792"">1</a>",MonApr0618:20:42+02002009,TueSep0101:34:13+02002009,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/304792"">Show</a>","<ahref=""/cell/map/304792"">Map</a>"
24.70077273,46.69450793,420,1,381,13037,0,"<ahref=""/mesure/map/304791"">3</a>",MonApr0618:20:42+02002009,TueSep0101:34:13+02002009,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/304791"">Show</a>","<ahref=""/cell/map/304791"">Map</a>"
24.7024923,46.69779785,420,1,382,13029,0,"<ahref=""/mesure/map/304790"">2</a>",MonApr0618:20:42+02002009,TueSep0101:34:13+02002009,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/304790"">Show</a>","<ahref=""/cell/map/304790"">Map</a>"
24.702977,46.6988408,420,1,382,13023,0,"<ahref=""/mesure/map/304789"">1</a>",MonApr0618:20:42+02002009,TueSep0101:34:13+02002009,FALSE,SaudiArabia,SaudiTelecom/AlJawal,"<ahref=""/cell/show/304789"">Show</a>","<ahref=""/cell/map/304789"">Map</a>"
