Id,ProjectName,Country,Town,Latitude,Longitude,Scope,Technology,Capacitym3d,Feedwater,Offtaker,Units,Contractdate,Onlinedate,Status,Rawwatersalinity,Powerconsumption,Contractscope,Dealstructure,EstimatedEPCcost,Currency,EPCContractordesal1,EPCContractordesal2,EPCContractordesal3,EPCContractordesal4,EPCContractordesal5
51370,Huta Emaar,Saudi Arabia,Rabigh,22.7986111,39.0322222,Desalination Plant,RO (Reverse osmosis),10000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2007,2008,Online,,,,,,,Tech Universal Group,,,,
51372,Huta rabigh,Saudi Arabia,Rabigh,22.7986111,39.0322222,Desalination Plant,RO (Reverse osmosis),20000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2006,2007,Online,,,,,,,Tech Universal Group,,,,
51403,Inshaa WTP,Saudi Arabia,Al Khobar,26.2794444,50.2083333,Desalination Plant,RO (Reverse osmosis),120,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2008,2008,Online,,,,,,,Veolia,,,,
51954,IRC JUICE FACTORY,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),3600,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),3,2009,2009,Online,0,,,,,,AES Arabia Ltd.,,,,
36337,Janadriyah,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),750,Brackish water or inland water (TDS 3000ppm - <20000ppm),Military,1,2003,2003,Online,,,EPC,,770000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
50454,Jazan,Saudi Arabia,Jizan,16.8891667,42.5511111,Desalination Plant,RO (Reverse osmosis),1500,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,2006,2006,Online,,,,,,,Wetico,,,,
54320,Jazan sea water RO    (Jizan port),Saudi Arabia,Jizan,16.8891667,42.5511111,Desalination Plant,RO (Reverse osmosis),1000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2010,2011,Online,,,,,,,Wetico,,,,
42210,Jazira Water Factory - Jubail,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),303,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2005,2006,Online,,,EPC,,,,AES Arabia Ltd.,,,,
36475,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),400,Seawater (TDS 20000ppm - 50000ppm),Tourist facilities drinking water in  (TDS 10ppm - <1000ppm),2,1999,2000,Online,,,EPC,,1070000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
42402,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),430,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1996,1997,Online,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
36391,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,MED (Multi-effect distillation),475,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),1,2001,2002,Online,,,EPC,,1260000,USD,Alfa Laval,,,,
36406,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),700,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1999,1999,Online,,,EPC,,720000,USD,GETCO,,,,
36488,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),1540,Seawater (TDS 20000ppm - 50000ppm),Military,1,2003,2004,Online,,,EPC,,3940000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36520,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),907,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2001,2002,Online,,,EPC,,,,Wetico,,,,
35666,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),180,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1996,1997,Online,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
36339,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),1135,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2002,2003,Online,,,EPC,,3270000,USD,,,,,
36518,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1996,1997,Online,,,EPC,,,,Wetico,,,,
53163,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),150,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,,,Online,,,,,,,,,,,
35664,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),320,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2000,2000,Online,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
36469,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),300,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2000,2001,Online,,,EPC,,310000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36484,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),900,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),9,1997,1998,Online,,,EPC,,940000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36516,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),120,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1997,1998,Online,,,EPC,,,,Wetico,,,,
36417,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,MED (Multi-effect distillation),1800,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),2,1998,1999,Online,,,EPC,,4710000,USD,MECO,,,,
36452,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2000,2001,Online,,,EPC,,160000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36482,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),600,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2001,2002,Online,,,EPC,,620000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36514,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),200,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2000,2001,Online,,,EPC,,,,Wetico,,,,
36450,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Military,1,2002,2002,Online,,,EPC,,160000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
42220,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),250,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2005,2006,Online,,,EPC,,,,AES Arabia Ltd.,,,,
42124,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),3006,Seawater (TDS 20000ppm - 50000ppm),Tourist facilities drinking water in  (TDS 10ppm - <1000ppm),2,1999,2000,Online,,,EPC,,,,AES Arabia Ltd.,,,,
35660,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),192,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1996,1997,Online,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
43252,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),1000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2006,2006,Online,,,,,,,EBD Water,,,,
36512,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),8000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2004,2005,Online,,,EPC,,,,Wetico,,,,
42238,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),201,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2005,2006,Online,,,EPC,,,,AES Arabia Ltd.,,,,
54459,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),2516,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,2010,2010,Online,,,,,,,GE Water & Process Technologies,,,,
36480,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),500,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2000,2001,Online,,,EPC,,1330000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36463,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),240,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1998,1998,Online,,,EPC,,250000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
51592,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),9600,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2008,2008,Online,,,,,,,GE Water & Process Technologies,,,,
53076,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,EDI (Electrodionization),327,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,2009,2009,Online,,,,,,,GE Water & Process Technologies,,,,
36478,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),480,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),3,2000,2001,Online,,,EPC,,500000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
42178,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),500,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2005,2006,Online,,,EPC,,,,AES Arabia Ltd.,,,,
36493,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),3000,Seawater (TDS 20000ppm - 50000ppm),Tourist facilities drinking water in  (TDS 10ppm - <1000ppm),1,2002,2002,Online,,,EPC,,7300000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
42146,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),1000,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2005,2006,Online,0,,,,,,AES Arabia Ltd.,,,,
54414,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),3271,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,2010,2010,Online,,,,,,,GE Water & Process Technologies,,,,
42403,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),400,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1998,1999,Online,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
36474,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),400,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1996,1997,Online,,,EPC,,1060000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
43014,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),2800,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2005,2005,Online,,,EPC,,,,EBD Water,,,,
36457,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),160,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1999,2000,Online,,,EPC,,170000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36523,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),3000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1997,1998,Online,,,EPC,,7300000,USD,GE Zenon,,,,
36341,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),10600,Seawater (TDS 20000ppm - 50000ppm),Power stations (TDS <10ppm),1,2003,2004,Online,,,EPC,,20540000,USD,American Engineering Services,,,,
36373,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),200,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1996,1997,Online,,,EPC,,150000,USD,Al Kawther Industries Ltd.,,,,
51604,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),3000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2008,2008,Online,,,,,,,,,,,
36405,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),240,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),2,1996,1997,Online,,,EPC,,250000,USD,GETCO,,,,
36455,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),156,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1998,1999,Online,,,EPC,,160000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36487,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,MED (Multi-effect distillation),1400,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),1,1997,1998,Online,,,EPC,,3600000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36519,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),907,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2000,2001,Online,,,EPC,,,,Wetico,,,,
54001,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),2496,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,2010,2010,Online,,,,,,,GENERAL ELECTRIC GROUP (GE),,,,
35665,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,MED (Multi-effect distillation),1400,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),1,2001,2001,Online,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
36485,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),908,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1995,1996,Online,,,EPC,,740000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36517,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),400,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1997,1998,Online,,,EPC,,,,Wetico,,,,
36453,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1997,1998,Online,,,EPC,,160000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36369,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1997,1998,Online,,,EPC,,40000,USD,Al Kawther Industries Ltd.,,,,
35663,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),200,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2000,2000,Online,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
36468,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),300,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),3,1995,1996,Online,,,EPC,,310000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36384,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),1135,Seawater (TDS 20000ppm - 50000ppm),Military,1,1995,1996,Online,,,EPC,,2940000,USD,Al Kawther Industries Ltd.,,,,
36515,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),400,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1999,2000,Online,,,EPC,,,,Wetico,,,,
36433,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,MED (Multi-effect distillation),1400,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),1,1998,2000,Online,,,EPC,,3600000,USD,De Cardenas Impianti-SOWIT Division,,,,
51596,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),5000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2008,2008,Online,,,,,,,,,,,
36513,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),1000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2002,2003,Online,,,EPC,,,,EBD Water,Wetico,,,
36481,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),600,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2002,2002,Online,,,EPC,,620000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
42123,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),3010,Seawater (TDS 20000ppm - 50000ppm),Tourist facilities drinking water in  (TDS 10ppm - <1000ppm),3,1999,2000,Online,,,EPC,,,,AES Arabia Ltd.,,,,
35659,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),4000,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1997,1998,Online,,,EPC,,3660000,USD,GE Zenon,,,,
43120,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),10400,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,2006,2010,Online,,,,,,,,,,,
36412,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),15234,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),7,1999,2000,Online,,,EPC,,38110000,USD,GE IONICS,,,,
50434,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),9000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),3,2007,2007,Online,,,,,,,Aqualyng Holding AS,,,,
36479,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),500,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2003,2004,Online,,,EPC,,1330000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36380,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),400,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1997,1998,Online,,,EPC,,390000,USD,Al Kawther Industries Ltd.,,,,
36462,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),240,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1998,1998,Online,,,EPC,,250000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36395,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),1150,Seawater (TDS 20000ppm - 50000ppm),Tourist facilities drinking water in  (TDS 10ppm - <1000ppm),2,1997,1998,Online,,,EPC,,3040000,USD,,,,,
36477,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),480,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2003,2003,Online,,,EPC,,500000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
42255,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),171,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2001,2002,Online,,,EPC,,,,AES Arabia Ltd.,,,,
36492,Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),3000,Seawater (TDS 20000ppm - 50000ppm),Tourist facilities drinking water in  (TDS 10ppm - <1000ppm),2,1999,2000,Online,,,EPC,,7680000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
35667,Jeddah (Darret Al Arous),Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),3000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),3,,2000,Online,0,,,,,,AES Arabia Ltd.,,,,
4455,Jeddah - Kindasa 1,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),12000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2000,2002,Online,40000,,EPC,,15000000,USD,Kindasa Water Services,Water Environmental Services Co. Ltd.,,,
36511,Jeddah - Kindasa 2,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),25500,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),3,2003,2006,Online,42500,5.4,EPC,,25000000,USD,Veolia,,,,
36528,Jeddah 4,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,MSF (Multi-stage flash),227100,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),10,1977,1981,Online,43000,,EPC,,718000000,USD,ENVIROGENICS (closed),Incon et al,,,
50432,Jeddah King Abdul Aziz International Airport,Saudi Arabia,Jeddah King Abdul Aziz Interna,21.679564,39.156536,Desalination Plant,RO (Reverse osmosis),30000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),7,2006,2009,Online,40900,,,BOOT,176000000,USD,Aquatech International Corp.,,,,
36525,Jeddah Phase 2,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),56800,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),10,1991,1994,Online,43300,,EPC,,97000000,USD,Mitsubishi Heavy Industries,,,,
52110,Jeddah Touristic City - Phase - II,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),3000,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),1,2008,2008,Online,,,,,,,AES Arabia Ltd.,,,,
50471,Jeddah, Corniche Hotel,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),1000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2006,2007,Online,,,,,,,Wetico,,,,
50435,JIC WTP, Jeddah,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),8000,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,2005,2006,Online,,,,,,,Wetico,,,,
36267,Jizan,Saudi Arabia,Jizan,16.8891667,42.5511111,Desalination Plant,MED (Multi-effect distillation),500,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1997,1998,Online,,,EPC,,1780000,USD,Veolia SIDEM (Soci̩t̩ Internationale De Dessalement d'Eau de Mer),,,,
36531,Jizan,Saudi Arabia,Jizan,16.8891667,42.5511111,Desalination Plant,RO (Reverse osmosis),400,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1998,1998,Online,,,EPC,,410000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36529,Jizan,Saudi Arabia,Jizan,16.8891667,42.5511111,Desalination Plant,RO (Reverse osmosis),200,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2003,2004,Online,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
36532,Jizan,Saudi Arabia,Jizan,16.8891667,42.5511111,Desalination Plant,RO (Reverse osmosis),750,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1997,1998,Online,,,EPC,,,,Wetico,,,,
36530,Jizan,Saudi Arabia,Jizan,16.8891667,42.5511111,Desalination Plant,RO (Reverse osmosis),300,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1997,1998,Online,,,EPC,,310000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
51415,Jizan Bottling Plant,Saudi Arabia,Jizan,16.8891667,42.5511111,Desalination Plant,RO (Reverse osmosis),400,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2007,2008,Online,,,,,,,Wetico,,,,
