Id,ProjectName,Country,Town,Latitude,Longitude,Scope,Technology,Capacitym3d,Feedwater,Offtaker,Units,Contractdate,Onlinedate,Status,Rawwatersalinity,Powerconsumption,Contractscope,Dealstructure,EstimatedEPCcost,Currency,EPCContractordesal1,EPCContractordesal2,EPCContractordesal3,EPCContractordesal4,EPCContractordesal5
36108,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),379,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1981,1982,Presumed Offline,,,EPC,,390000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36016,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),182,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),1,1979,1979,Presumed Offline,,,EPC,,490000,USD,EMCO,,,,
36091,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),265,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1981,1982,Presumed Offline,,,EPC,,280000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36014,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),188,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1982,1983,Presumed Offline,,,EPC,,200000,USD,Culligan Hellas SA,,,,
36106,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),378,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1981,1982,Presumed Offline,,,EPC,,390000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
35997,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),160,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1987,1987,Presumed Offline,,,EPC,,170000,USD,Al Kawther Industries Ltd.,,,,
42383,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),113,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1983,1984,Presumed Offline,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
36012,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,MSF (Multi-stage flash),1309,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),1,1967,1968,Presumed Offline,,,EPC,,3370000,USD,Aquatech International Corp.,,,,
36059,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),111,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1983,1983,Presumed Offline,,,EPC,,100000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
42381,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),200,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1983,1984,Presumed Offline,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
36057,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),110,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1985,1985,Presumed Offline,,,EPC,,120000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36117,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),432,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1982,1982,Presumed Offline,,,EPC,,450000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36040,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),100,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1983,1984,Presumed Offline,,,EPC,,100000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36072,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1985,1986,Presumed Offline,,,EPC,,160000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36132,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),299,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1978,1979,Presumed Offline,,,EPC,,310000,USD,SIEMENS WATER TECHNOLOGIES,,,,
36055,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),110,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1983,1983,Presumed Offline,,,EPC,,100000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36098,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),302,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1979,1980,Presumed Offline,,,EPC,,310000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36070,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1983,1984,Presumed Offline,,,EPC,,100000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
42377,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),300,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1984,1985,Presumed Offline,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
36053,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),102,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1980,1981,Presumed Offline,,,EPC,,110000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36113,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),400,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1985,1985,Presumed Offline,,,EPC,,1060000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36145,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),363,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1984,1984,Presumed Offline,,,EPC,,380000,USD,Water Services of America, USA,,,,
36036,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),136,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1978,1979,Presumed Offline,,,EPC,,140000,USD,Sasakura Engineering Co., Ltd ,,,,
36068,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),148,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1982,1983,Presumed Offline,,,EPC,,100000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
42375,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),400,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1985,1986,Presumed Offline,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
36083,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),202,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),2,1985,1985,Presumed Offline,,,EPC,,210000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36094,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),273,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1985,1985,Presumed Offline,,,EPC,,280000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36066,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),140,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1979,1980,Presumed Offline,,,EPC,,150000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36034,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,ED (Electrodialysis),378,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1966,1967,Presumed Offline,,,EPC,,390000,USD,GE Ionics,,,,
36109,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),379,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1983,1983,Presumed Offline,,,EPC,,200000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36017,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),182,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1980,1981,Presumed Offline,,,EPC,,190000,USD,EMCO,,,,
36032,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,MSF (Multi-stage flash),150,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),1,1975,1976,Presumed Offline,,,EPC,,400000,USD,Hubert Stavoren B.V.,,,,
36092,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),265,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1982,1983,Presumed Offline,,,EPC,,280000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36107,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),378,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1982,1982,Presumed Offline,,,EPC,,390000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36015,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),106,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),1,1983,1984,Presumed Offline,,,EPC,,290000,USD,EMCO,,,,
35998,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),189,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1984,1985,Presumed Offline,,,EPC,,100000,USD,Al Kawther Industries Ltd.,,,,
36062,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),129,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1986,1986,Presumed Offline,,,EPC,,130000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
42384,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),148,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1983,1984,Presumed Offline,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
36013,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),145,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1982,1983,Presumed Offline,,,EPC,,100000,USD,Culligan Hellas SA,,,,
36105,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),368,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1982,1983,Presumed Offline,,,EPC,,380000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36060,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),114,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1982,1982,Presumed Offline,,,EPC,,120000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36043,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),100,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1985,1985,Presumed Offline,,,EPC,,270000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36090,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),265,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1979,1980,Presumed Offline,,,EPC,,280000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36041,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),100,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1985,1985,Presumed Offline,,,EPC,,100000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36133,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),3100,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1980,1981,Presumed Offline,,,EPC,,2920000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36056,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),110,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1985,1985,Presumed Offline,,,EPC,,300000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36088,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),246,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1985,1985,Presumed Offline,,,EPC,,260000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36099,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),302,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1985,1985,Presumed Offline,,,EPC,,310000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36054,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),102,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1985,1985,Presumed Offline,,,EPC,,110000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36086,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),221,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1985,1985,Presumed Offline,,,EPC,,230000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36037,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,MSF (Multi-stage flash),1300,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1972,1973,Presumed Offline,,,EPC,,1300000,USD,Sasakura Engineering Co., Ltd ,,,,
36020,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),303,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),2,1981,1982,Presumed Offline,,,EPC,,810000,USD,ENVIROGENICS (closed),,,,
36095,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),300,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),2,1980,1981,Presumed Offline,,,EPC,,310000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36067,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),148,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1982,1982,Presumed Offline,,,EPC,,100000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36018,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),454,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),2,1983,1984,Presumed Offline,,,EPC,,470000,USD,EMCO,,,,
36065,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),136,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1985,1985,Presumed Offline,,,EPC,,140000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36001,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),273,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1987,1987,Presumed Offline,,,EPC,,280000,USD,Al Kawther Industries Ltd.,,,,
36033,Dammam,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),227,Brackish water or inland water (TDS 3000ppm - <20000ppm),Tourist facilities drinking water in  (TDS 10ppm - <1000ppm),1,1979,1980,Presumed Offline,,,EPC,,240000,USD,Hydranuatics,,,,
36155,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),239,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1983,1984,Presumed Offline,,,EPC,,100000,USD,Culligan Hellas SA,,,,
36153,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),529,Brackish water or inland water (TDS 3000ppm - <20000ppm),Tourist facilities drinking water in  (TDS 10ppm - <1000ppm),1,1978,1979,Presumed Offline,,,EPC,,550000,USD,Christ Water Technology Group,,,,
36169,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),226,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1983,1984,Presumed Offline,,,EPC,,400000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36151,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),1626,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),3,1986,1986,Presumed Offline,,,EPC,,2100000,USD,Al Kawther Industries Ltd.,,,,
36165,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),120,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1979,1980,Presumed Offline,,,EPC,,130000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36162,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,ED (Electrodialysis),436,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),2,1960,1961,Presumed Offline,,,EPC,,450000,USD,GE Ionics,,,,
36158,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),318,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),2,1983,1984,Presumed Offline,,,EPC,,850000,USD,EMCO,,,,
42405,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),113,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1983,1984,Presumed Offline,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
36156,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),159,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1982,1983,Presumed Offline,,,EPC,,430000,USD,EMCO,,,,
36172,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),350,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1981,1982,Presumed Offline,,,EPC,,360000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36154,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),227,Brackish water or inland water (TDS 3000ppm - <20000ppm),Tourist facilities drinking water in  (TDS 10ppm - <1000ppm),1,1978,1979,Presumed Offline,,,EPC,,240000,USD,Culligan Hellas SA,,,,
36152,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),1635,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),3,1984,1985,Presumed Offline,,,EPC,,1000000,USD,Al Kawther Industries Ltd.,,,,
36185,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),363,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1984,1984,Presumed Offline,,,EPC,,380000,USD,Water Services of America, USA,,,,
36150,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),379,Brackish water or inland water (TDS 3000ppm - <20000ppm),Irrigation (TDS <1000ppm),1,1984,1984,Presumed Offline,,,EPC,,200000,USD,Al Kawther Industries Ltd.,,,,
36166,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),120,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1979,1980,Presumed Offline,,,EPC,,130000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36164,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),113,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1980,1981,Presumed Offline,,,EPC,,120000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36161,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),654,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1976,1977,Presumed Offline,,,EPC,,670000,USD,Hydranuatics,,,,
36159,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),4000,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),1,1982,1983,Presumed Offline,,,EPC,,9420000,USD,ENVIROGENICS (closed),,,,
42019,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),3270,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1980,1981,Presumed Offline,,,EPC,,,,Sasakura Engineering Co., Ltd ,,,,
36157,Dhahran,Saudi Arabia,Dhahran,26.3041667,50.1325,Desalination Plant,RO (Reverse osmosis),227,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),1,1983,1984,Presumed Offline,,,EPC,,610000,USD,EMCO,,,,
36188,Duba,Saudi Arabia,Duba,27.35,35.6666667,Desalination Plant,MSF (Multi-stage flash),230,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1967,1968,Presumed Offline,,,EPC,,620000,USD,Aqua-Chem,,,,
36193,Duba,Saudi Arabia,Duba,27.35,35.6666667,Desalination Plant,MSF (Multi-stage flash),550,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1978,1979,Presumed Offline,,,EPC,,1460000,USD,VEOLIA WEIR WESTGARTH,,,,
36189,Duba,Saudi Arabia,Duba,27.35,35.6666667,Desalination Plant,ED (Electrodialysis),110,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1966,1967,Presumed Offline,,,EPC,,120000,USD,GE Ionics,,,,
36187,Duba,Saudi Arabia,Duba,27.35,35.6666667,Desalination Plant,RO (Reverse osmosis),151,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1987,1987,Presumed Offline,,,EPC,,160000,USD,Al Kawther Industries Ltd.,,,,
36197,Dura,Saudi Arabia,Dura,16.5841667,42.8430556,Desalination Plant,RO (Reverse osmosis),303,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1983,1983,Presumed Offline,,,EPC,,810000,USD,EMCO,,,,
36201,Durma - Jaw,Saudi Arabia,Durma,24.6066667,46.1291667,Desalination Plant,RO (Reverse osmosis),420,Brackish water or inland water (TDS 3000ppm - <20000ppm),Irrigation (TDS <1000ppm),2,1983,1984,Presumed Offline,,,EPC,,400000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
36229,Farasan,Saudi Arabia,Farasan,16.7022222,42.1183333,Desalination Plant,MSF (Multi-stage flash),500,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,1978,1979,Presumed Offline,,,EPC,,1340000,USD,Krupp Uhde,,,,
36258,Ghazlan,Saudi Arabia,Ras Tanura,26.6438889,50.1591667,Desalination Plant,MSF (Multi-stage flash),9810,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),3,1977,1979,Presumed Offline,,,EPC,,23660000,USD,Sasakura Engineering Co., Ltd ,,,,
36270,Hafar Al Batin,Saudi Arabia,Hafr Al Batin,28.44937386,45.9953614,Desalination Plant,RO (Reverse osmosis),120,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1980,1981,Presumed Offline,,,EPC,,130000,USD,Organo,,,,
36284,Hail,Saudi Arabia,Hail,18.5463889,42.0488889,Desalination Plant,RO (Reverse osmosis),436,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),2,1982,1983,Presumed Offline,,,EPC,,500000,USD,Culligan Hellas SA,,,,
36282,Hail,Saudi Arabia,Hail,18.5463889,42.0488889,Desalination Plant,RO (Reverse osmosis),170,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1984,1985,Presumed Offline,,,EPC,,100000,USD,Al Kawther Industries Ltd.,,,,
36283,Hail,Saudi Arabia,Hail,18.5463889,42.0488889,Desalination Plant,RO (Reverse osmosis),145,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),1,1984,1985,Presumed Offline,,,EPC,,100000,USD,Culligan Hellas SA,,,,
36281,Hail,Saudi Arabia,Hail,18.5463889,42.0488889,Desalination Plant,RO (Reverse osmosis),170,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1984,1985,Presumed Offline,,,EPC,,100000,USD,Al Kawther Industries Ltd.,,,,
